"4/24/2023","2963","0.799999999999983"
"4/26/2023","2046","-1.299999999999983"
"4/28/2023","1910","0.9000000000000057"
"5/1/2023","2617","1.5999999999999943"
"5/3/2023","1808","-3.9000000000000057"
"5/5/2023","1585","0.0"
"5/8/2023","2601","4.0"
"5/10/2023","2082","-1.8000000000000114"
"5/12/2023","1766","0.700000000000017"
"5/15/2023","3279","3.5"
"5/17/2023","2251","-2.700000000000017"
"5/19/2023","2138","-0.19999999999998863"
"5/22/2023","3371","0.5999999999999943"
"5/24/2023","1954","-0.4000000000000057"
"5/26/2023","1860","-1.0"
"5/29/2023","1790","0.9000000000000057"
"5/31/2023","3099","0.4000000000000057"
"6/2/2023","2134","-1.4000000000000057"
"6/5/2023","3113","4.700000000000017"
"6/7/2023","1858","-3.6000000000000227"
"6/9/2023","2011","-1.0"
"6/12/2023","3109","3.4000000000000057"
"6/14/2023","2436","-3.299999999999983"
"6/16/2023","1875","-0.20000000000001705"
"6/19/2023","2803","3.0"
"6/21/2023","2069","-4.400000000000006"
"6/23/2023","2075","-0.6999999999999886"
"7/5/2023","2670","4.300000000000011"
"7/7/2023","1981","-0.5"
"7/10/2023","3034","5.099999999999994"
"7/14/2023","2469","-4.5"
"7/18/2023","2257","1.1999999999999886"
"7/19/2023","3268","0.4000000000000057"
"7/21/2023","2160","-0.9000000000000057"
"7/24/2023","2633","3.5999999999999943"
"7/26/2023","1400","-4.5"
"7/28/2023","1547","0.0"
"7/31/2023","2400","3.1000000000000227"
"8/2/2023","1602","-4.300000000000011"
"8/4/2023","1368","-0.09999999999999432"
"8/7/2023","2593","3.1999999999999886"
"8/9/2023","872","2.5999999999999943"
"8/14/2023","3001","1.0"
"8/16/2023","2260","-4.399999999999977"
"8/18/2023","1432","0.0"
"8/21/2023","2939","1.8999999999999773"
"8/25/2023","1376","-4.299999999999983"
"8/28/2023","2405","2.4000000000000057"
"8/30/2023","1033","-3.0"
"9/1/2023","1950","1.0999999999999943"
"9/4/2023","2704","4.699999999999989"
"9/6/2023","2082","-1.1999999999999886"
"9/8/2023","2216","-4.099999999999994"
"9/11/2023","2364","0.6999999999999886"
"9/13/2023","2104","-1.0"
"9/15/2023","2249","0.5"
"9/18/2023","2877","5.199999999999989"
"9/20/2023","1727","-3.8999999999999773"
"9/22/2023","2028","0.29999999999998295"
"9/25/2023","2845","3.0"
"9/27/2023","1858","-4.400000000000006"
"9/29/2023","2340","0.6000000000000227"
"10/2/2023","1945","4.5"
"10/4/2023","1856","-3.4000000000000057"
"10/6/2023","1598","-0.5999999999999943"
"10/9/2023","2954","2.3999999999999773"
"10/11/2023","2110","-2.5999999999999943"
"10/13/2023","2041","-0.6999999999999886"
"10/16/2023","2165","2.6999999999999886"
"10/18/2023","1388","-2.799999999999983"
"10/20/2023","1946","0.0"
"10/23/2023","2536","2.0"
"10/25/2023","1822","-0.8000000000000114"
"10/27/2023","1949","-0.30000000000001137"
"10/30/2023","2857","3.4000000000000057"
"11/1/2023","1656","-3.6999999999999886"
"11/3/2023","1682","-0.09999999999999432"
"11/6/2023","2113","7.299999999999983"
"11/8/2023","2045","-3.799999999999983"
"11/13/2023","2287","0.39999999999997726"
"11/15/2023","1391","-2.3999999999999773"
"11/17/2023","1813","-0.8000000000000114"
"11/20/2023","2031","1.0999999999999943"
"11/22/2023","1425","-1.6999999999999886"
"11/27/2023","3486","5.5"
"11/29/2023","2013","-4.099999999999994"
"12/1/2023","2014","1.8999999999999773"
"12/4/2023","2108","-2.0"
"12/6/2023","2744","0.4000000000000057"
"12/8/2023","2339","0.8000000000000114"
"12/11/2023","2407","0.19999999999998863"
"12/13/2023","1986","-3.4000000000000057"
"12/15/2023","2711","3.0"
"12/18/2023","2254","-3.8999999999999773"
